Name,Rating,Code,CMR Price,Event Price,Full Price,nombre_comercial,marca,modelo,tipo,género,horma,material,material_del_forro,material_de_la_suela,tipo_de_caña,,temporada,material_del_interior,hecho_en,transpirabilidad_de_la_tela,altura_de_la_plataforma,tipo_de_ajuste,forma_de_la_punta,altura_del_tacón,tipo_de_suela,registro_sic
Tenis Hoka para Mujer Running Challenger ATR 7,(0),Código: 72863201,,,749.990,Challenger ATR 7,Hoka,1123195-NCRG,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Otoño-Invierno,,,,,,,,,
Tenis Adidas para Hombre Moda AlphaEdge +,4.8 (5),Código: 72781152,,,419.950,AlphaEdge +,Adidas,IF7296,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,No aplica,,,,,,,,,,,
Tenis Adidas para Hombre Moda Breaknet 2.0,4.7 (513),Código: 61123484,,,349.950,Breaknet 2.0,adidas,HP9424BREAK0101,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Diadora Abolt4 Niño Velcro,4.4 (10),Código: 882663875,,,,,Diadora,BOY ABOLT4 AZ,Tenis moda,Niño,,Sintético,,Sintético,,,Toda temporada,Sintético,China,,,Velcro,,,,
Tenis Skechers para Mujer Moda Glide Stepswift Quic,5 (3),Código: 72791621,251.990,293.990,419.990,Glide Stepswift Quic,Skechers,149957NVMT,Tenis moda,Mujer,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis Adidas Mujer Running Duramo Sl W,4.8 (206),Código: 72712600,244.990,279.990,349.950,Duramo Sl W,Adidas,IF7877,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics Hombre Running Noosa Tri 15,5 (3),Código: 71279067,,,669.990,Noosa,Asics,1011B609-400,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,,,Toda temporada,,,,,,,,,
Tenis On Running para Hombre Cross training Cloud 5,(0),Código: 72736530,,,799.990,Cloud 5,On Running,5998909,Tenis moda,Hombre,Normal,Tela,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Guayos Adidas para Hombre Deportivo II FxG,4.7 (54),Código: 72888744,,,229.990,Deportivo II FxG,Adidas,HP2509,Guayos,Hombre,Normal,Sintético,Textil,Sintético,,,Toda temporada,,,,,,,,,
Tenis Diadora Boy Crego 7 para Niño,4.9 (12),Código: 882817636,99.990,109.990,139.990,,Diadora,Boy Crego7 Bl,Tenis moda,Niño,Normal,Sintético,,Sintético,,,Toda temporada,Sintético,,,,Cordones,,,,
Tenis Asics para Mujer Running Novablast 4 Tr,5 (1),Código: 72902057,,,699.990,Novablast 4 Tr,Asics,1012B654-250,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,,,Otoño-Invierno,,,,,,,,,
Tenis Nike para Hombre Moda Air Max Excee,(0),Código: 72784090,,,569.950,Air Max,Nike,DZ0795-101-WHT,Tenis moda,Hombre,Normal,Cuero,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis Bearcliff Hombre Moda Atrillon,4.9 (25),Código: 882814681,79.990,,,Atrillon,Bearcliff,ATRILLON5 NE2,Tenis moda,Hombre,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Steven Madden para Mujer Moda Possession-R2 | Tenis de Moda para Mujer Color Blanco,(0),Código: 72800073,423.190,,,Possession-R2,Steven Madden,POSSESSION-R2,Tenis moda,Mujer,Normal,Sintético,,Sintético,,,Toda temporada,Textil,,,,,,,,
Tenis Sybilla para Mujer Moda Abasib2,5 (4),Código: 882994613,99.990,,,Abasib,Sybilla,Abasib Bl2,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,,,Toda temporada,,,,,,,,,
Tenis Moda Clarks Craftcourtlace Hombre,5 (1),Código: 39508851,,,,CraftCourtLace,Clarks,26165531,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Converse Chuck Taylor All Star Unisex Infantil,(0),Código: 72813801,157.490,179.990,224.990,,Converse,3J232C,Tenis moda,Unisex,Normal,Tela,Poliéster,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Asics Hombre Running Gel-Nagoya 5,4.8 (6),Código: 72713721,295.990,,,Gel-Nagoya 5,Asics,1011B713-020,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Converse para Mujer Moda Chuck Taylor All Star Lift,5 (1),Código: 71195835,279.990,319.990,399.990,Chuck Taylor All Star Lift,Converse,A03542C,Tenis moda,Mujer,Grande,Tela,,Caucho,Baja,,,Poliéster,,,,,,,,
Tenis Moda Diadora Boy Askate para Niño,4.8 (5),Código: 883001637,99.990,109.990,139.990,,Diadora,Boy Askate Ve,Tenis moda,Niño,Normal,Sintético,Textil,Sintético,,,Toda temporada,,,,,Cordones,,,,
Tenis Aldo para Mujer Moda Rosecloud,5 (2),Código: 72826355,,,369.990,Rosecloud,Aldo,Rosecloud640,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Guayos Adidas para Hombre Crazyfast.4 Multiterreno | Zapatilla de Fútbol Con Taches Color Azul,4.4 (9),Código: 72801590,,,339.950,Crazyfast.4,Adidas,GY7431,Guayos,Hombre,Normal,Sintético,,Sintético,,,,Textil,,No,,,,,,
Tenis Hoka para Hombre Running Bondi 8,5 (3),Código: 72783130,,,899.990,Bondi 8,Hoka,1123202-CFLM,Tenis,Hombre,Normal,Tela,Textil,Goma,,,,,,Sí,,,,,,
Tenis Reebok para Mujer Moda Classic Leather,5 (5),Código: 72771070,258.990,295.990,369.990,Classic Leather,Reebok,100033438,Tenis moda,Mujer,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis deportivo On Running Running Mujer Cloudflyer 4,5 (3),Código: 48607767,,,999.990,Cloudflyer 4,On Running,7198671,Tenis deportivos,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Reebok Classic para Niño,5 (3),Código: 72815441,174.890,199.890,249.900,,Reebok,100070188,Tenis moda,Niño,Normal,Cuero,Textil,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis On Running para Mujer Running Cloudswift,(0),Código: 72736711,,,949.990,Cloudswift,On Running,3WD10451085,Tenis,Mujer,Normal,Sintético,,Caucho,,,,Poliéster,,Sí,,,,,,
Tenis Reebok Hombre Running Reebok Lite 3,4.6 (26),Código: 72713901,,,219.900,Reebok Lite 3,Reebok,100033950,Tenis deportivos,Hombre,Normal,Tela,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas Tensaur Sport C para Niña Velcro,4.8 (873),Código: 39703230,167.990,191.990,239.950,Tensaur Sport C,Adidas,GW6468TENSAU201,Tenis moda,Niña,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Converse Unisex Moda Chuck Taylor All Star,5 (1),Código: 72807285,,,299.990,Chuck Taylor All Star,Converse,1J794C,Tenis moda,Unisex,Normal,Tela,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Reebok para Hombre Running Nanoflex Adventure Tr 2,(0),Código: 72771729,,,389.990,Nanoflex Adventure Tr 2,Reebok,100033332,Tenis,Hombre,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos Skechers para mujer. Zapatillas moda Ultraflex 3.0,4.5 (2),Código: 66228460,257.990,300.990,429.990,Ultraflex - Slip In,Skechers,149710BLK,Tenis moda,Mujer,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Tenis ELV Canlow Negro para Niña,4.8 (29),Código: 882812701,65.990,76.990,109.990,,ELV,SP CANLOW NE,Tenis moda,Niña,Normal,Tela,,Goma,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Adidas para Hombre Moda CourtBeat adidas Court Lifestyle,4.8 (147),Código: 72781009,,,329.950,CourtBeat adidas Court Lifestyle,Adidas,ID9659,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,No aplica,,,,,,,,,,,
Tenis Under Armour para Mujer Running Charged Breeze 2 | Zapatillas Under Armour Charged Breeze 2,(0),Código: 72763456,328.990,375.990,469.990,Charged Breeze 2,Under Armour,3026142-400,Tenis,Mujer,Normal,Tela,Textil,Goma,,,,,,Sí,,,,,,
Tenis Skechers para Mujer Moda Sportcourt 92 Illustrious | Tenis de moda Negros Skechers para Mujer con suela blanca,4 (4),Código: 72826790,,,319.990,Sportcourt92 Illustr,Skechers,149763BKW,Tenis moda,Mujer,Normal,Cuero,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Moda Skechers Unolite Spreadthelov para Niña | Tenis Skechers para niña diseño Corazones,4 (4),Código: 72838629,,,269.990,,Skechers,314064LWMN,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis Aldo para Mujer Moda Meadow,5 (1),Código: 72826417,,,349.990,Meadow,Aldo,Meadow110,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Nike para Hombre Moda Court Royale 2 Mid,4.7 (12),Código: 72784021,,,369.950,Court,Nike,CQ9179-001-BLK,Tenis moda,Hombre,Normal,Cuero,,Goma,,,Toda temporada,Poliéster,,,,,,,,
Guayos Adidas Crazyfast.4 Unisex,5 (4),Código: 72810115,195.990,223.990,279.950,,Adidas,IE1587,Guayos,Unisex,Normal,Sintético,Textil,Sintético,,,Toda temporada,,,,,Cordones,,,,
Tenis Adidas para Hombre Running Lite Racer 3.0,4.7 (688),Código: 72781135,,,319.950,Lite Racer 3.0,Adidas,IF5390,Tenis,Hombre,Normal,Tela,,Sintético,,,Toda temporada,Textil,,,,,,,,
Guayos Adidas Copa Pure II.4 Multiterreno,5 (1),Código: 72781070,,,339.950,Copa Pure II.4 Multiterreno,Adidas,IE4906,Guayos,Hombre,Normal,Sintético,,Sintético,,,Toda temporada,Textil,,,,,,,,
Guayos Puma con taches para Hombre Attacanto Fg/Ag,(0),Código: 72794423,,,309.900,Attacanto Fg/Ag,Puma,107477 03,Guayos,Hombre,Normal,Sintético,,Sintético,,,,Textil,,No,,,,,,
Tenis Moda Skechers Unolite Spreadthelov para Niña | Tenis Skechers para niña diseño Corazones,(0),Código: 72838642,,,249.900,,Skechers,314067LWTGD,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis New Balance para Mujer Moda 997H,(0),Código: 72735515,418.590,478.390,597.990,997H,New Balance,CW997HWC,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers Slip In Mujer Manos Libres | Zapatos Skechers Dama | Tenis gris cómodos Skechers para mujer | Zapatillas moda Ultraflex 3 |0,5 (8),Código: 69670228,221.890,258.890,369.900,Ultraflex - Slip In,Skechers,149709GRY,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Guayos Puma con taches para Hombre Attacanto Fg/Ag,(0),Código: 72794341,,,309.900,Attacanto Fg/Ag,Puma,107477 02,Guayos,Hombre,Normal,Sintético,,Sintético,,,,Textil,,No,,,,,,
Tenis moda Veja Dekkan Mujer,5 (1),Código: 62676967,,,1.059.990,Dekkan,Veja,DC1803232A,Tenis moda,Mujer,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas Hombre Running  Switch Move U,4.9 (22),Código: 71786722,,,299.990,Switch Move U,Adidas,ID5248,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis con luces Skechers Flutter Heart Lights para Niña Velcro,4.4 (7),Código: 71200129,160.890,183.890,229.900,,Skechers,302315L-PKMT,Tenis con luces,Niña,Normal,Sintético,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis moda Skechers Razor Flex Air para Niño Velcro,(0),Código: 72882979,,,219.990,,Skechers,403853LBKNV,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Velcro,,,,
Tenis Asics para Mujer Running Evoride Speed,5 (1),Código: 72800867,,,599.990,Evoride Speed,Asics,1012B432-400,Tenis deportivos,Mujer,Normal,Tela,,Caucho,,,,Poliéster,,Sí,,,,,,
Tenis moda Call it Spring Ivey Mujer,4.8 (22),Código: 51935753,175.990,,,Ivey,Call it Spring,IVEY100,Tenis moda,Mujer,Normal,Sintético,,Sintético,,,Toda temporada,Poliéster,,,,,,,,
Tenis Diadora Sporty6 para Niña,5 (8),Código: 882888348,99.990,109.990,129.990,,Diadora,GIRL SPORTY6 MO,Tenis deportivos,Niña,Normal,Sintético,,Sintético,,,Toda temporada,Poliéster,,,,Cordones,,,,
Tenis Adidas para Mujer Moda Tenis Breaknet 2.0,4.5 (27),Código: 72094131,,,349.950,Tenis Breaknet 2.0,Adidas,ID7117,Tenis,Mujer,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis On Running Mujer Moda THE ROGER Advantage,(0),Código: 70110749,,,799.990,THE ROGER Advantage,On Running,4899452,Tenis moda,Mujer,Normal,Sintético,,Caucho,,,Toda temporada,Sintético,,,,,,,,
Tenis Reebok Rus Runner para Niña,5 (1),Código: 63117973,139.990,159.990,199.990,,Reebok,HP4792,Tenis moda,Niña,Normal,Tela,,Goma,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis La Martina para Hombre Moda Adolfo,4.8 (192),Código: 883028884,,,249.990,Adolfo,La Martina,Adolfo Mu,Tenis moda,Hombre,Normal,Sintético,Poliuretano,Goma,,,Toda temporada,,,,,,,,,
Tenis On Running Hombre Running Cloud X 3,(0),Código: 48607746,,,899.990,Cloud X 3,On Running,6098704,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma Transport AC Ps Niño Velcro,4.8 (9),Código: 63114245,195.890,223.890,279.900,Tansport Ac Ps,Puma,386254 02,Tenis moda,Niño,,Tela,,Caucho,,,Toda temporada,Textil,China,,,,,,,
Tenis moda Puma Caven 2.0 Block Ac Ps para Niña Velcro,(0),Código: 72881612,,,279.990,,Puma,394462 07,Tenis moda,Niña,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Asics Fantasy 4 Ps para Niña Velcro,(0),Código: 72835927,155.990,181.990,259.990,,Asics,1014A309-700,Tenis moda,Niña,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis On Running Hombre Running Cloudflow,4.5 (14),Código: 48610378,,,799.990,Cloudflow,On Running,3599238,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Fratta para Hombre Running Zoenty,(0),Código: 883014497,77.990,90.990,129.990,Zoenty,Fratta,Zoenty Gr,Tenis,Hombre,Normal,Tela,Malla (nylon),Goma,,,Toda temporada,,,,,,,,,
Tenis Moda Bearcliff Rofy Hombre,4.9 (7),Código: 882760277,,,,Rofy,Bearcliff,ROFY2 NE,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Moda Skechers Microspecmax Epicbri para Niña Velcro,5 (1),Código: 72838559,,,189.900,,Skechers,302343LNVY,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Velcro,,,,
Tenis moda Diadora Girl Bamtela para Niña Velcro,(0),Código: 883031232,,,119.990,,Diadora,Girl Bamtela Ce,Tenis moda,Niña,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Diadora para Mujer Running Snipe | Zapatillas para mujer Diadora,4.8 (6),Código: 882861322,131.990,153.990,219.990,Snipe,Diadora,SNIPE WC1819,Tenis deportivos,Mujer,Normal,Sintético,,Goma,,,,Sintético,,Sí,,,,,,
Tenis moda Diadora Girl Bamtela para Niña Velcro,(0),Código: 883031062,,,119.990,,Diadora,Girl Bamtela Rs,Tenis moda,Niña,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Puma para Hombre Moda Rebound Layup Sl,5 (1),Código: 72716137,,,459.990,Rebound Layup Sl,Puma,369573 01,Tenis moda,Hombre,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis On Running para Mujer Running Cloudrunner | Zapatillas On Running deportivas para Mujer color Blanco,(0),Código: 72883490,,,899.990,Cloudrunner,On Running,4699015,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Baja,,,,,,,,,,,
Tenis Sybilla para Mujer Moda Hohanitane,5 (2),Código: 882994365,,,139.990,Hohanitane,Sybilla,Hohanita New Bl,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis con luces Skechers Flutterheartlights B para Niña Velcro,4 (1),Código: 72794593,160.890,183.890,229.900,,Skechers,302317L-NVMT,Tenis con luces,Niña,Normal,Tela,,Goma,,,Toda temporada,Poliéster,,,,Velcro,,,,
Tenis Bearcliff para Hombre Moda Askar3 Negro,5 (1),Código: 882994904,103.990,,,Askar3,Bearcliff,Askar3 Ne,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Sintético,,,Toda temporada,,,,,,,,,
Tenis con Luces Batman Warner para Niño,(0),Código: 882993879,83.990,97.990,139.990,,Warner,Lic Luz Az Bat,Tenis con luces,Niño,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,Velcro,,,,
Tenis Bearcliff para Hombre Moda Acreta,3 (1),Código: 883028586,,,139.990,Acreta,Bearcliff,Acreta Ne,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Caucho,,,Toda temporada,,,,,,,,,
Tenis Nike para Hombre Running Quest 5,4.8 (43),Código: 53881228,,,327.990,Quest 5,Nike,DD0204-001-BLK,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Veja para Hombre Moda Campo,5 (2),Código: 72783335,,,949.990,Campo,Veja,CP0501215B,Tenis moda,Hombre,Normal,Cuero,,Caucho,,,,Poliéster,,,Sin plataforma,,,,,
Tenis Disney para Mujer Moda Bealtdis4,5 (1),Código: 882994360,,,139.990,Bealtdis,Disney,Bealtdis4 Bl,Tenis moda,Mujer,Normal,Tela,Sintético,Caucho,Alta,,,,,,,,,,,
Tenis Nike para Mujer Running React Infinity 3,5 (2),Código: 72715001,566.990,647.990,809.990,React Infinity 3,Nike,DD3024,Tenis,Mujer,Normal,Sintético,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Converse Pro Blaze V2 | Tenis de moda Converse,5 (1),Código: 72763258,328.990,375.990,469.990,Pro Blaze V2,Converse,A04357C,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,No aplica,,,,,,,,,,,
Tenis On Running Hombre Running Cloudrunner,5 (1),Código: 67425212,,,899.990,Cloudrunner,On Running,4699017,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis Asics Gel Resolution 9 para Niño | Zapatillas Asics Gel Resolution 9 para Niño,(0),Código: 72835919,221.990,258.990,369.990,,Asics,1044A068-400,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Moda Converse Run Star Hike Unisex,4.3 (6),Código: 71197856,,,,Run Star Hike,Converse,168816C,Tenis moda,Unisex,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Moda Sybilla Cersy Mujer,4.7 (85),Código: 882660134,,,,Cersy,Sybilla,CERSY NA,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Nike para Mujer Moda W Dunk Low Se| Zapatillas Nike para Mujer Dunk,(0),Código: 72825958,,,684.950,Dunk,Nike,FD8683-100,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,No aplica,,,,,,,,,,,
Tenis Adidas para Hombre Moda Grand Court Alpha,5 (1),Código: 72824904,,,449.950,Grand Court Alpha,Adidas,IF8081,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Moda On The Go Flex Asp,4.8 (6),Código: 72820648,,,249.990,On The Go Flex Asp,Skechers,136504BBK,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Adidas para Hombre Moda D-Pad,4.6 (10),Código: 72889089,,,549.990,D-Pad,Adidas,IG6818,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma para Hombre Moda Palermo,(0),Código: 72878572,,,549.990,Palermo,Puma,396463 07,Tenis moda,Hombre,Normal,Cuero,Sintético,Caucho,,,Toda temporada,,,,,,,,,
Tenis moda Skechers Uno Lite Zelton para Niño,(0),Código: 72890141,,,189.990,,Skechers,403696LBBK,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,Cordones,,,,
Tenis On Running para Hombre Running Cloudflyer 4 | Zapatillas On Running para Hombre,(0),Código: 72736879,,,999.990,Cloudflyer 4,On Running,"71, 98251",Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,,,Toda temporada,,,,,,,,,
Tenis Skechers para Mujer Moda Go Walk Flex Lucy,(0),Código: 72890239,,,289.900,Go Walk,Skechers,124956BBK,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis moda Veja V-10 Hombre,(0),Código: 62677473,847.990,953.990,1.059.990,V-10,Veja,VX1703094B,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Moda Sybilla Cersy Mujer,4.4 (8),Código: 882659460,,,,Cersy,Sybilla,CERSY AZ,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Diadora Crego Unisex para Niños | Tenis Colegiales Diadora Negros,4.3 (4),Código: 883001793,99.990,109.990,129.990,,Diadora,UNISEX CREGO NE,Tenis moda,Unisex,Normal,Sintético,Poliéster,Sintético,,,Toda temporada,,,,,Cordones,,,,
Tenis deportivos New Balance Grade School 570 V3,5 (3),Código: 72741619,,,309.900,,New Balance,YK570GL3,Tenis deportivos,Niña,Normal,Tela,,Caucho,,,Toda temporada,Textil,,,,Cordones,,,,
Tenis Yamp Sp Hana Niña Velcro,4.9 (16),Código: 882663149,,,129.990,Hana4,Yamp,SP HANA4 BL,Tenis moda,Niña,Normal,Sintético,Sintético,Sintético,,,Toda temporada,,,,,,,,,
Tenis Reebok Mujer Moda Club C Form Hi,5 (4),Código: 63866524,293.990,335.990,419.990,Club C Form Hi,Reebok,FZ6027,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,,,Toda temporada,,,,,,,,,
Tenis Hoka Mujer Running Clifton 9,4 (2),Código: 67134525,,,799.990,Clifton 9,Hoka,1127896-BWHT,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics para Hombre Lifestyle Gel-Challenger 14 Clay,5 (2),Código: 71284264,,,549.990,Gel-Challenger 14 Clay,Asics,1041A449-400,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,,,,,
Tenis Puma para Hombre Moda Graviton Pro,5 (1),Código: 72794158,,,459.900,Graviton Pro,Puma,380736 21,Tenis moda,Hombre,Normal,Sintético,,Caucho,,,Toda temporada,Textil,,,,,,,,
Tenis Skechers Wavy Lites Blissf para Niña cierre de Velcro,(0),Código: 72821925,101.490,115.990,144.990,,Skechers,303522N-GRY,Tenis moda,Niña,Normal,Tela,Poliéster,Goma,,,Toda temporada,,,,,Velcro,,,,
Tenis Hoka Hombre Running Bondi 8,(0),Código: 67134471,,,899.990,Bondi 8,Hoka,1123202-OSAA,Tenis deportivos,Hombre,Normal,Tela,Textil,Goma,,,Toda temporada,,,,,,,,,
Tenis Asics para Mujer Running Glideride 3,(0),Código: 72800742,,,699.990,Glideride 3,Asics,1012B180-501,Tenis deportivos,Mujer,Normal,Tela,,Caucho,,,,Poliéster,,Sí,,,,,,
Guayos Adidas para Niño pasto Sintético | Tenis de fútbol Adidas Deportivo Ii Tf J para Niño,4.9 (8),Código: 72881962,,,199.950,,Adidas,HP2520,Tenis de fútbol,Niño,Normal,Sintético,Textil,Caucho,,,Toda temporada,,,,,Cordones,,,,
Tenis Skechers para Mujer Moda Ultra Flex 3 Cls Ch,(0),Código: 72820767,191.990,199.990,319.990,Ultraflex,Skechers,149855LAV,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Guayos Cancha Sintética para Hombre Diadora Pichid,4.6 (7),Código: 882861217,119.990,139.990,199.990,Pichid,Diadora,PICHI6TFRD0666,Guayos,Hombre,Normal,Sintético,Poliéster,Goma,,,Toda temporada,,,,,,,,,
Tenis Adidas Originals para Mujer Moda Superstar,4.7 (1744),Código: 72781095,,,599.950,Superstar,Adidas Originals,IE9638,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,No aplica,,,,,,,,,,,
Tenis On Running para Mujer Moda Cloud X Shift,5 (1),Código: 72736631,,,949.990,Cloud X Shift,ON RUNNING,6698295,Tenis moda,Mujer,Normal,Sintético,,Caucho,No aplica,,,Poliéster,,,,,,,,
Tenis Skechers para Mujer Moda Squadair Sweetencoun,5 (6),Código: 72806209,,,289.990,Squadair Sweetencoun,Skechers,117379OFWT,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,No aplica,,,,,,,,,,,
Tenis Skechers para Mujer Moda Skech Aircourt Slick,(0),Código: 72791601,215.990,251.990,359.990,Skech Aircourt Slick,Skechers,149948DKRS,Tenis moda,Mujer,Normal,Sintético,,Sintético,,,Toda temporada,Poliéster,,,,,,,,
Tenis Moda Sybilla Bombe Mujer,4.5 (39),Código: 882659440,65.990,76.990,109.990,Bombe,Sybilla,BOMBE3 NE,Tenis moda,Mujer,Normal,Sintético,Sintético,Caucho,,,Toda temporada,,,,,,,,,
