brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material,CMR Discount,Event Discount
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda On The Go Flex Asp,4.8,Código: 72820648,,,249990.0,,,,
Adidas,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,Tenis Adidas para Hombre Moda D-Pad,4.6,Código: 72889089,,,549990.0,Lifestyle,,,
Puma,Tenis moda,Hombre,Normal,Cuero,Sintético,Caucho,Toda temporada,Vietnam,Textil,Tenis Puma para Hombre Moda Palermo,,Código: 72878572,,,549990.0,Lifestyle,,,
Skechers,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis moda Skechers Uno Lite Zelton para Niño,,Código: 72890141,,,189990.0,,,,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Textil,Tenis On Running para Hombre Running Cloudflyer 4 | Zapatillas On Running para Hombre,,Código: 72736879,,,999990.0,Running,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Go Walk Flex Lucy,,Código: 72890239,,,289900.0,Lifestyle,,,
Veja,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja V-10 Hombre,,Código: 62677473,847990.0,953990.0,1059990.0,,,20.0,10.0
Sybilla,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,Tenis Moda Sybilla Cersy Mujer,4.4,Código: 882659460,,,,,,,
Diadora,Tenis moda,Unisex,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis Diadora Crego Unisex para Niños | Tenis Colegiales Diadora Negros,4.3,Código: 883001793,99990.0,109990.0,129990.0,,,23.08,15.39
New Balance,Tenis deportivos,Niña,Normal,Tela,,Caucho,Toda temporada,Vietnam,Textil,Tenis deportivos New Balance Grade School 570 V3,5.0,Código: 72741619,,,309900.0,,Textil,,
Yamp,Tenis moda,Niña,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,Tenis Yamp Sp Hana Niña Velcro,4.9,Código: 882663149,,,129990.0,,,,
Reebok,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Mujer Moda Club C Form Hi,5.0,Código: 63866524,293990.0,335990.0,419990.0,Lifestyle,,30.0,20.0
Hoka,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka Mujer Running Clifton 9,4.0,Código: 67134525,,,799990.0,Running,,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Hombre Lifestyle Gel-Challenger 14 Clay,5.0,Código: 71284264,,,549990.0,Lifestyle,,,
Puma,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,Textil,Tenis Puma para Hombre Moda Graviton Pro,5.0,Código: 72794158,,,459900.0,,Textil,,
Skechers,Tenis moda,Niña,Normal,Tela,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers Wavy Lites Blissf para Niña cierre de Velcro,,Código: 72821925,101490.0,115990.0,144990.0,,,30.0,20.0
Asics,Tenis deportivos,Mujer,Normal,Tela,,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Mujer Running Glideride 3,,Código: 72800742,,,699990.0,Running,Poliéster,,
Adidas,Tenis de fútbol,Niño,Normal,Sintético,Textil,Caucho,Toda temporada,Myanmar,Textil,Guayos Adidas para Niño pasto Sintético | Tenis de fútbol Adidas Deportivo Ii Tf J para Niño,4.9,Código: 72881962,,,199950.0,,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Ultra Flex 3 Cls Ch,,Código: 72820767,191990.0,199990.0,319990.0,,,40.0,37.5
Diadora,Guayos,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Guayos Cancha Sintética para Hombre Diadora Pichid,4.6,Código: 882861217,119990.0,139990.0,199990.0,Fútbol,,40.0,30.0
Adidas Originals,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas Originals para Mujer Moda Superstar,4.7,Código: 72781095,,,599950.0,,,,
ON RUNNING,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Poliéster,Tenis On Running para Mujer Moda Cloud X Shift,5.0,Código: 72736631,,,949990.0,,Poliéster,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Squadair Sweetencoun,5.0,Código: 72806209,,,289990.0,,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Skech Aircourt Slick,,Código: 72791601,215990.0,251990.0,359990.0,,Poliéster,40.0,30.0
Sybilla,Tenis moda,Mujer,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,Tenis Moda Sybilla Bombe Mujer,4.5,Código: 882659440,65990.0,76990.0,109990.0,,,40.0,30.0
Under Armour,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Cross training Charged Aurora 2,4.8,Código: 72890702,,,329990.0,Cross training,,,
Adidas,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis blancos Adidas para Mujer Lifestyle Hoops 3.0 Animal print,4.8,Código: 72767710,237990.0,271990.0,339950.0,Lifestyle,,29.99,19.99
Asics,Tenis deportivos,Mujer,Normal,Tela,,Caucho,Toda temporada,Indonesia,Poliéster,Tenis Asics para Mujer Running Gel-Cumulus 24,5.0,Código: 72800761,,,529990.0,Running,Poliéster,,
Fratta,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Fratta para Mujer Running Sakora,5.0,Código: 883014811,,,149990.0,Running,,,
Asics,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,Tenis Asics Fantasy 4 Ps para Niño Velcro,,Código: 72822476,155990.0,181990.0,259990.0,,,40.0,30.0
Reebok,Tenis deportivos,Mujer,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,Tenis Reebok Mujer Running Energen Plus 2,4.9,Código: 72713909,,,279990.0,Running,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Dlites Arch Fit-Bett Tenis de Moda Skechers,5.0,Código: 72775073,233990.0,272990.0,389990.0,,,40.0,30.0
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Moda Dunk Low Retro Prm Nbhd | Zapatillas Nike para Hombre Dunk,,Código: 72826096,,,729950.0,,,,
Nike,Tenis moda,Mujer,Normal,Cuero,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),Tenis Nike para Mujer Moda Wmns Air Jordan 1 Low | Tenis Jordan,5.0,Código: 72825916,486490.0,555990.0,694950.0,,,30.0,20.0
New Balance,Tenis deportivos,Niña,Normal,Tela,,Caucho,Toda temporada,Vietnam,Textil,Tenis deportivos New Balance Grade School 570 V3,,Código: 72741610,,,309900.0,,Textil,,
Puma,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,China,,Tenis Puma para Hombre Moda Roma Basic,4.5,Código: 4942160,,,449900.0,,,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Hombre Moda Flexcomfort Serron,,Código: 72823086,,,299990.0,,,,
Veja,Tenis moda,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja V-10 Hombre,,Código: 62677466,847990.0,953990.0,1059990.0,,,20.0,10.0
Mountain Gear,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,Tenis Mountain Gear Hombre Outdoor Brock3,4.8,Código: 882815910,119990.0,139990.0,199990.0,Outdoor,,40.0,30.0
Adidas,Tenis,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,,Tenis Adidas para Hombre Moda Coreracer,4.6,Código: 10715245,,,329990.0,Lifestyle,,,
Skechers,Tenis deportivos,Niña,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,Tenis Skechers Uno Lite para Niña Velcro,4.9,Código: 72883335,,,169990.0,,Poliéster,,
On Running,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis On Running para Mujer Trail running Cloudventure Peak | Zapatillas On Running deportivas para Mujer,,Código: 72883481,,,949990.0,Trail running,,,
Puma,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma Hombre Moda Up,4.2,Código: 68717671,,,329900.0,Lifestyle,,,
Starter,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,Tenis Moda Starter Hufustar Mujer,5.0,Código: 882659636,,,,,,,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,,Tenis On Running Hombre Running Cloudflow,5.0,Código: 48607499,,,799990.0,Running,,,
Mossimo,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,China,Sintético,Tenis Mossimo para Mujer Moda Itaninacora2,4.8,Código: 883029547,,,169990.0,Lifestyle,,,
Diadora,Tenis,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis Diadora para Mujer Running W Sildan G,,Código: 883015858,143990.0,167990.0,239990.0,Running,,40.0,30.0
Puma,Tenis deportivos,Hombre,Normal,Tela,,Sintético,Toda temporada,Vietnam,Textil,Tenis Puma para Hombre Running Incinerate,5.0,Código: 72794088,,,389900.0,Running,Textil,,
Puma,Tenis moda,Niño,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma Rebound Layup para Niño Velcro,4.0,Código: 72805198,,,299990.0,,,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,Tenis Sybilla para Mujer Moda Abasib,4.5,Código: 882994684,99990.0,,,Lifestyle,,,
Adidas,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Running Response,4.5,Código: 72724961,,,479990.0,Running,,,
Skechers,Tenis moda,Niño,Normal,Sintético,,,Toda temporada,China,,Tenis Skechers Bounder Niño,4.8,Código: 37071601,,,179900.0,,Poliéster,,
Adidas,Guayos,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,Camboya,Textil,Guayos Adidas para Hombre Goletto VIII FG,4.7,Código: 72888752,,,249990.0,Fútbol,,,
Adidas,Guayos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,"Guayos Adidas Predator Accuracy.4 Para Cancha Sintetica - Suela Con Torretines. Zapatilla De Fútbol Con Taches De Caucho,  Color Blanco De Hombre Con Cordones",4.7,Código: 69678533,,,339950.0,Fútbol,,,
Converse,Tenis moda,Unisex,Normal,Tela,,Caucho,Toda temporada,Vietnam,,Tenis Converse Unisex Moda Run Star Hike,4.6,Código: 71197844,,,,,Textil,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Moda Skechers Unolite Lovelyluv para Niña,,Código: 72838659,,,244900.0,,,,
Puma,Guayos,Hombre,Normal,Sintético,,Sintético,Toda temporada,China,Textil,Guayos Puma con taches para Hombre Rapido Iii Fg/Ag,5.0,Código: 72794070,255889.99999999997,,,Fútbol,Textil,,
Holley,Tenis moda,Unisex,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,Tenis Holley Ecoara2 Unisex Velcro | Tenis Colegial Negro,4.9,Código: 882995227,59990.0,,,,,,
Skechers,Tenis con luces,Niña,Normal,Sintético,,Sintético,Toda temporada,China,,Tenis con Luces Skechers para Niña Moda Heart Lights Rainbow Lux,5.0,Código: 20234371,160889.99999999997,183890.0,229900.0,,Poliéster,30.02,20.01
Puma,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,China,Textil,Tenis Puma Mujer Moda Carina 2.0,4.8,Código: 68696645,244990.0,279990.0,349990.0,Lifestyle,,30.0,20.0
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Moda Breaknet 2.0,4.8,Código: 72870010,,,349990.0,Lifestyle,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Sintético,Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos Sllip Ins Skechers para mujer. Zapatillas moda Ultraflex 3.0,4.5,Código: 66228487,,,,,Poliéster,,
Bearcliff,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Sintético,Toda temporada,China,Malla (Nylon),Tenis Bearcliff para Hombre Moda Semi Formal Blanco Gris Allona,4.0,Código: 882993715,103990.0,,,Lifestyle,,,
ALDO,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,,Tenis Moda Aldo Rrex Hombre,5.0,Código: 32740952,,,,,,,
Diadora,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),Tenis Diadora para Hombre Moda James7,5.0,Código: 883015914,,,159990.0,Lifestyle,,,
Aldo,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Suiza,Poliéster,Tenis Aldo para Mujer Moda Iconistep,,Código: 72826384,303990.0,,,Lifestyle,,,
Veja,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja Campo Hombre,3.0,Código: 62676887,,,949990.0,,,,
Adidas,Tenis,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Hombre Training Rapidmove ADV Training,5.0,Código: 72738021,552490.0,,,Running,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,China,,Tenis Skechers Mujer - Zapatos Skechers Dama Dynamight. Tenis cómodos Azules Skechers para mujer. Zapatillas moda,4.6,Código: 20997424,,,249990.0,,Poliéster,,
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Moda Urban Court,4.9,Código: 72889032,,,299990.0,Lifestyle,,,
Jurassic World,Tenis deportivos,Niño,Normal,Sintético,,Goma,Toda temporada,China,Textil,Tenis Jurassic World Lowtopjr Ve para Niño,5.0,Código: 882892312,,,,,Textil,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,,Tenis Moda Skechers Mujer Negro Skech Air Dynamight,4.3,Código: 22338329,,,239900.0,Lifestyle,,,
Reebok,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Reebok Hombre Cross Training Nano X3,4.7,Código: 65914204,,,539990.0,Cross training,,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Summits Free Classics,,Código: 72890318,179990.0,199990.0,279900.0,Lifestyle,,35.69,28.55
Hoka,Tenis,Hombre,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Rincon 3,,Código: 72783076,,,699990.0,Running,,,
Diadora,Tenis moda,Niña,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis Moda Diadora Bampu para Niña,,Código: 883001834,99990.0,109990.0,129990.0,,,23.08,15.39
Diadora,Tenis moda,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,China,,Tenis Diadora Hombre Moda Vinfa2,4.5,Código: 882803697,,,229990.0,Lifestyle,,,
Veja,Tenis moda,Hombre,Normal,Cuero,Sintético,Goma,Toda temporada,Brasil,,Tenis moda Veja V-12 Hombre,5.0,Código: 62677514,799990.0,899990.0,999990.0,,,20.0,10.0
Barbie,Tenis con luces,Niña,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,Tenis con Luces Barbie para Niña,5.0,Código: 882996423,83990.0,97990.0,139990.0,,,40.0,30.0
Adidas,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Indonesia,Textil,Tenis Adidas para Mujer Running Galaxy 6,4.9,Código: 72781039,,,329950.0,Running,,,
Basement,Tenis moda,Mujer,Normal,Sintético,Textil,Sintético,Toda temporada,China,Cuero,Tenis Basement para Mujer Moda Bambory2,4.0,Código: 882994668,119990.0,,,Lifestyle,,,
Diadora,Tenis moda,Niña,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,Tenis Diadora Abolt4 Niña Velcro,5.0,Código: 882663488,,,,,,,
Asics,Tenis,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,Tenis Asics para Hombre Running Noosa Tri 15,4.9,Código: 72878369,,,669990.0,Running,,,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,Toda temporada,Vietnam,Textil,Tenis Asics Hombre Running Novablast 3,4.8,Código: 71282678,,,699990.0,Running,,,
Puma,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Textil,Tenis Puma para Hombre Moda Bmw Mms Rs-X,,Código: 72794452,,,649990.0,,Textil,,
Asics,Tenis deportivos,Mujer,Normal,Tela,,Caucho,Toda temporada,Indonesia,Poliéster,Tenis Asics para Mujer Running Gel-Kayano 29 Lite-Show,4.8,Código: 72800817,559990.0,639990.0,799990.0,Running,Poliéster,30.0,20.0
Vans,Tenis moda,Unisex,Normal,Cuero,Textil,Caucho,Toda temporada,China,Textil,Tenis Vans Unisex Moda Old Skool,5.0,Código: 28053868,,,329900.0,,,,
New Balance,Tenis moda,Mujer,Normal,Cuero,Sintético,Caucho,Toda temporada,Indonesia,Textil,Tenis New Balance Mujer Moda 997,4.8,Código: 69639229,,,590990.0,,,,
Call It Spring,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,,Tenis Moda Call It Spring Hombre Blanco Corbain,4.0,Código: 53619454,143990.0,167990.0,239990.0,,,40.0,30.0
Adidas,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas Hombre Básquetbol Midcity Mid,4.7,Código: 69678712,,,469990.0,Básquetbol,,,
Mountain Gear,Tenis deportivos,Niño,Normal,Sintético,Sintético,Caucho,Toda temporada,China,Sintético,Tenis Mountain Gear Hombre Outdoor Bontyn2,4.6,Código: 882430347,,,189990.0,Outdoor,,,
Adidas,Guayos,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,Vietnam,Textil,"Guayos Adidas Copa Pure.4 Para Multiterreno - Suela Con Taches Tpu. Zapatilla De Fútbol, Color Blanco De Hombre Con Cordones",4.5,Código: 69678563,,,339950.0,Fútbol,,,
Skechers,Tenis moda,Niño,Normal,Sintético,,Goma,Toda temporada,China,,Tenis Skechers Bounder Verkona Niño,5.0,Código: 62842112,,,179990.0,,Poliéster,,
Adidas,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Training Everyset Trainer,,Código: 72738103,,,549990.0,Running,,,
ALDO,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,,Tenis Moda Aldo Palazzi Mujer,5.0,Código: 43812861,,,,,,,
On Running,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Sintético,Tenis On Running Hombre Moda Cloud 5,5.0,Código: 72737596,,,799990.0,,,,
ALDO,Tenis moda,Mujer,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,Tenis Moda Aldo Cosmicstep Mujer,4.8,Código: 32740010,251990.0,293990.0,419990.0,,,40.0,30.0
ALDO,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Aldo Mujer Moda Appier,4.9,Código: 71235786,209990.0,244990.0,349990.0,,,40.0,30.0
Asics,Tenis deportivos,Hombre,Normal,Sintético,Poliuretano,Caucho,Toda temporada,Vietnam,Textil,Tenis Asics Hombre Running Jolt 4,5.0,Código: 71279013,,,299990.0,Running,,,
Steven Madden,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,Sintético,Tenis Steven Madden para Mujer Moda Mistica 69O | Tenis de Moda para Mujer Diseño Multicolor Fucsia Steven Madden,,Código: 72800048,447190.0,,,,Sintético,,
Mountain Gear,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,Zapatillas de Ciclismo Mountain Gear para Hombre Biciroad. Zapatos para montar bicicleta,4.8,Código: 882556213,,,399990.0,Ciclismo,,,
Under Armour,Tenis deportivos,Mujer,Normal,Cuero,Textil,Goma,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Charged Assert 10 Paint Splatter,,Código: 72890724,,,349990.0,Running,,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Sintético,Toda temporada,Vietnam,,Tenis Moda Skechers Track Knockhill Hombre,5.0,Código: 10682936,,,244990.0,,,,
Adidas,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,India,Textil,Tenis Adidas Mujer Moda Stan Smith W,4.8,Código: 72712704,,,599950.0,,,,
Adidas,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Myanmar,Textil,Guayos Adidas para Sintética Hombre Tenis De Fútbol Copa Pure Ii.4 Moqueta,3.7,Código: 72094161,288990.0,,,Fútbol,,,
ALDO,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Aldo Mujer Moda Appier,5.0,Código: 71235795,209990.0,244990.0,349990.0,,,40.0,30.0
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Dluxfitness Roamfree,5.0,Código: 66228492,,,359900.0,,Poliéster,,
Asics,Tenis deportivos,Mujer,Normal,Sintético,Poliéster,Caucho,Otoño-Invierno,Vietnam,Poliéster,Tenis Asics para Mujer Running Gel Nimbus 26,5.0,Código: 72902062,,,849990.0,Running,,,
Yamp,Tenis moda,Niña,Normal,Sintético,,Caucho,Toda temporada,México,,Tenis Yamp Grace Niña Velcro,5.0,Código: 27822262,,,89990.0,,Textil,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Go Walk Air 2.0 Clas,,Código: 72778356,227889.99999999997,265889.99999999994,379900.0,,,40.01,30.01
Adidas,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,Tenis Adidas para Hombre Moda Campus,4.8,Código: 72905238,,,599990.0,Lifestyle,,,
Adidas,Guayos,Hombre,Normal,Sintético,,Caucho,Toda temporada,Indonesia,Textil,Guayos Adidas Predator Accuracy.4 Pasto Sintético,4.7,Código: 72780959,,,339950.0,Fútbol,Textil,,
