brand,type,gender,last_type,material,lining_material,sole_material,season,made_in,insole_material,Name,Rating,Code,CMR Price,Event Price,Full Price,discipline,interior_material
Skechers,Tenis con luces,Niña,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,['Tenis con luces Skechers Flutter Heart Lights para Niña Velcro'],['4.4 (7)'],['Código: 71200129'],160.890,183.890,229.900,,Poliéster
Skechers,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis moda Skechers Razor Flex Air para Niño Velcro'],['(0)'],['Código: 72882979'],,,219.990,,
Asics,Tenis deportivos,Mujer,Normal,Tela,,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Mujer Running Evoride Speed'],['5 (1)'],['Código: 72800867'],,,599.990,Running,Poliéster
Call it Spring,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,China,,['Tenis moda Call it Spring Ivey Mujer'],['4.8 (22)'],['Código: 51935753'],175.990,,,,Poliéster
Diadora,Tenis deportivos,Niña,Normal,Sintético,,Sintético,Toda temporada,China,Textil,['Tenis Diadora Sporty6 para Niña'],['5 (8)'],['Código: 882888348'],99.990,109.990,129.990,,Poliéster
Adidas,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas para Mujer Moda Tenis Breaknet 2.0'],['4.5 (27)'],['Código: 72094131'],,,349.950,Lifestyle,
On Running,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Sintético,['Tenis On Running Mujer Moda THE ROGER Advantage'],['(0)'],['Código: 70110749'],,,799.990,,Sintético
Reebok,Tenis moda,Niña,Normal,Tela,,Goma,Toda temporada,China,Textil,['Tenis Reebok Rus Runner para Niña'],['5 (1)'],['Código: 63117973'],139.990,159.990,199.990,,Textil
La Martina,Tenis moda,Hombre,Normal,Sintético,Poliuretano,Goma,Toda temporada,China,Cuero,['Tenis La Martina para Hombre Moda Adolfo'],['4.8 (192)'],['Código: 883028884'],,,249.990,Lifestyle,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,,['Tenis On Running Hombre Running Cloud X 3'],['(0)'],['Código: 48607746'],,,899.990,Running,
Puma,Tenis moda,Niño,,Tela,,Caucho,Toda temporada,China,,['Tenis Puma Transport AC Ps Niño Velcro'],['4.8 (9)'],['Código: 63114245'],195.890,223.890,279.900,,Textil
Puma,Tenis moda,Niña,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis moda Puma Caven 2.0 Block Ac Ps para Niña Velcro'],['(0)'],['Código: 72881612'],,,279.990,,
Asics,Tenis moda,Niña,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,['Tenis Asics Fantasy 4 Ps para Niña Velcro'],['(0)'],['Código: 72835927'],155.990,181.990,259.990,,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,,['Tenis On Running Hombre Running Cloudflow'],['4.5 (14)'],['Código: 48610378'],,,799.990,Running,
Fratta,Tenis,Hombre,Normal,Tela,Malla (nylon),Goma,Toda temporada,China,Malla (Nylon),['Tenis Fratta para Hombre Running Zoenty'],['(0)'],['Código: 883014497'],77.990,90.990,129.990,Running,
Bearcliff,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,China,,['Tenis Moda Bearcliff Rofy Hombre'],['4.9 (7)'],['Código: 882760277'],,,,,
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Moda Skechers Microspecmax Epicbri para Niña Velcro'],['5 (1)'],['Código: 72838559'],,,189.900,,
Diadora,Tenis moda,Niña,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),['Tenis moda Diadora Girl Bamtela para Niña Velcro'],['(0)'],['Código: 883031232'],,,119.990,,
Diadora,Tenis deportivos,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Sintético,['Tenis Diadora para Mujer Running Snipe | Zapatillas para mujer Diadora'],['4.4 (28)'],['Código: 882861322'],131.990,153.990,219.990,Running,Sintético
Diadora,Tenis moda,Niña,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),['Tenis moda Diadora Girl Bamtela para Niña Velcro'],['(0)'],['Código: 883031062'],,,119.990,,
Puma,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,Textil,['Tenis Puma para Hombre Moda Rebound Layup Sl'],['5 (1)'],['Código: 72716137'],,,459.990,,Textil
On Running,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Running Cloudrunner | Zapatillas On Running deportivas para Mujer color Blanco'],['(0)'],['Código: 72883490'],,,899.990,Running,
Sybilla,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Sybilla para Mujer Moda Hohanitane'],['5 (2)'],['Código: 882994365'],,,139.990,Lifestyle,
Skechers,Tenis con luces,Niña,Normal,Tela,,Goma,Toda temporada,China,Poliéster,['Tenis con luces Skechers Flutterheartlights B para Niña Velcro'],['4 (1)'],['Código: 72794593'],160.890,183.890,229.900,,Poliéster
Bearcliff,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Sintético,Toda temporada,China,Malla (Nylon),['Tenis Bearcliff para Hombre Moda Askar3 Negro'],['5 (1)'],['Código: 882994904'],103.990,,,Lifestyle,
Warner,Tenis con luces,Niño,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis con Luces Batman Warner para Niño'],['(0)'],['Código: 882993879'],83.990,97.990,139.990,,
Bearcliff,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),['Tenis Bearcliff para Hombre Moda Acreta'],['3 (1)'],['Código: 883028586'],,,139.990,Lifestyle,
Nike,Tenis deportivos,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Nike para Hombre Running Quest 5'],['4.8 (43)'],['Código: 53881228'],,,327.990,Running,
Veja,Tenis moda,Hombre,Normal,Cuero,,Caucho,Toda temporada,Brasil,Textil,['Tenis Veja para Hombre Moda Campo'],['5 (2)'],['Código: 72783335'],,,949.990,,Poliéster
Disney,Tenis moda,Mujer,Normal,Tela,Sintético,Caucho,Toda temporada,China,Sintético,['Tenis Disney para Mujer Moda Bealtdis4'],['5 (1)'],['Código: 882994360'],,,139.990,Lifestyle,
Nike,Tenis,Mujer,Normal,Sintético,Textil,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Mujer Running React Infinity 3'],['5 (2)'],['Código: 72715001'],566.990,647.990,809.990,Running,
Converse,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Converse Pro Blaze V2 | Tenis de moda Converse'],['5 (1)'],['Código: 72763258'],328.990,375.990,469.990,,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Caucho,Toda temporada,Vietnam,Sintético,['Tenis On Running Hombre Running Cloudrunner'],['5 (1)'],['Código: 67425212'],,,899.990,Running,
Asics,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,Toda temporada,Camboya,Poliéster,['Tenis Asics Gel Resolution 9 para Niño | Zapatillas Asics Gel Resolution 9 para Niño'],['(0)'],['Código: 72835919'],221.990,258.990,369.990,,
Converse,Tenis moda,Unisex,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,,['Tenis Moda Converse Run Star Hike Unisex'],['4.3 (6)'],['Código: 71197856'],,,,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,['Tenis Moda Sybilla Cersy Mujer'],['4.7 (85)'],['Código: 882660134'],,,,,
Nike,Tenis moda,Mujer,Normal,Cuero,Poliéster,Caucho,Toda temporada,Indonesia,Poliéster,['Tenis Nike para Mujer Moda W Dunk Low Se| Zapatillas Nike para Mujer Dunk'],['(0)'],['Código: 72825958'],,,684.950,,
Adidas,Tenis moda,Hombre,Normal,Cuero,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas para Hombre Moda Grand Court Alpha'],['5 (1)'],['Código: 72824904'],,,449.950,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda On The Go Flex Asp'],['4.8 (6)'],['Código: 72820648'],,,249.990,,
Adidas,Tenis moda,Hombre,Normal,Tela,Textil,Caucho,Toda temporada,China,Textil,['Tenis Adidas para Hombre Moda D-Pad'],['4.6 (10)'],['Código: 72889089'],,,549.990,Lifestyle,
Puma,Tenis moda,Hombre,Normal,Cuero,Sintético,Caucho,Toda temporada,Vietnam,Textil,['Tenis Puma para Hombre Moda Palermo'],['(0)'],['Código: 72878572'],,,549.990,Lifestyle,
Skechers,Tenis moda,Niño,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis moda Skechers Uno Lite Zelton para Niño'],['(0)'],['Código: 72890141'],,,189.990,,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,Vietnam,Textil,['Tenis On Running para Hombre Running Cloudflyer 4 | Zapatillas On Running para Hombre'],['(0)'],['Código: 72736879'],,,999.990,Running,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Go Walk Flex Lucy'],['(0)'],['Código: 72890239'],,,289.900,Lifestyle,
Veja,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja V-10 Hombre'],['(0)'],['Código: 62677473'],847.990,953.990,1.059.990,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,['Tenis Moda Sybilla Cersy Mujer'],['4.4 (8)'],['Código: 882659460'],,,,,
Diadora,Tenis moda,Unisex,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Diadora Crego Unisex para Niños | Tenis Colegiales Diadora Negros'],['4.3 (4)'],['Código: 883001793'],99.990,109.990,129.990,,
New Balance,Tenis deportivos,Niña,Normal,Tela,,Caucho,Toda temporada,Vietnam,Textil,['Tenis deportivos New Balance Grade School 570 V3'],['5 (3)'],['Código: 72741619'],,,309.900,,Textil
Yamp,Tenis moda,Niña,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,['Tenis Yamp Sp Hana Niña Velcro'],['4.9 (16)'],['Código: 882663149'],,,129.990,,
Reebok,Tenis moda,Mujer,Normal,Cuero,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Moda Club C Form Hi'],['5 (4)'],['Código: 63866524'],293.990,335.990,419.990,Lifestyle,
Hoka,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Hoka Mujer Running Clifton 9'],['4 (2)'],['Código: 67134525'],,,799.990,Running,
Asics,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Hombre Lifestyle Gel-Challenger 14 Clay'],['5 (2)'],['Código: 71284264'],,,549.990,Lifestyle,
Puma,Tenis moda,Hombre,Normal,Sintético,,Caucho,Toda temporada,China,Textil,['Tenis Puma para Hombre Moda Graviton Pro'],['5 (1)'],['Código: 72794158'],,,459.900,,Textil
Skechers,Tenis moda,Niña,Normal,Tela,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers Wavy Lites Blissf para Niña cierre de Velcro'],['(0)'],['Código: 72821925'],101.490,115.990,144.990,,
Asics,Tenis deportivos,Mujer,Normal,Tela,,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Asics para Mujer Running Glideride 3'],['(0)'],['Código: 72800742'],,,699.990,Running,Poliéster
Adidas,Tenis de fútbol,Niño,Normal,Sintético,Textil,Caucho,Toda temporada,Myanmar,Textil,['Guayos Adidas para Niño pasto Sintético | Tenis de fútbol Adidas Deportivo Ii Tf J para Niño'],['4.9 (8)'],['Código: 72881962'],,,199.950,,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Ultra Flex 3 Cls Ch'],['(0)'],['Código: 72820767'],191.990,199.990,319.990,,
Diadora,Guayos,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Guayos Cancha Sintética para Hombre Diadora Pichid'],['4.6 (7)'],['Código: 882861217'],119.990,139.990,199.990,Fútbol,
Adidas Originals,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas Originals para Mujer Moda Superstar'],['4.7 (1744)'],['Código: 72781095'],,,599.950,,
ON RUNNING,Tenis moda,Mujer,Normal,Sintético,,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis On Running para Mujer Moda Cloud X Shift'],['5 (1)'],['Código: 72736631'],,,949.990,,Poliéster
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Moda Squadair Sweetencoun'],['5 (6)'],['Código: 72806209'],,,289.990,,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Sintético,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Mujer Moda Skech Aircourt Slick'],['(0)'],['Código: 72791601'],215.990,251.990,359.990,,Poliéster
Sybilla,Tenis moda,Mujer,Normal,Sintético,Sintético,Caucho,Toda temporada,China,,['Tenis Moda Sybilla Bombe Mujer'],['4.5 (39)'],['Código: 882659440'],65.990,76.990,109.990,,
Under Armour,Tenis deportivos,Mujer,Normal,Tela,Textil,Goma,Toda temporada,Vietnam,Textil,['Tenis Under Armour para Mujer Cross training Charged Aurora 2'],['4.8 (12)'],['Código: 72890702'],,,329.990,Cross training,
Adidas,Tenis deportivos,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis blancos Adidas para Mujer Lifestyle Hoops 3.0 Animal print'],['4.8 (192)'],['Código: 72767710'],237.990,271.990,339.950,Lifestyle,
Asics,Tenis deportivos,Mujer,Normal,Tela,,Caucho,Toda temporada,Indonesia,Poliéster,['Tenis Asics para Mujer Running Gel-Cumulus 24'],['5 (1)'],['Código: 72800761'],,,529.990,Running,Poliéster
Fratta,Tenis,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Fratta para Mujer Running Sakora'],['5 (2)'],['Código: 883014811'],,,149.990,Running,
Asics,Tenis moda,Niño,Normal,Sintético,Poliéster,Caucho,Toda temporada,Brasil,Poliéster,['Tenis Asics Fantasy 4 Ps para Niño Velcro'],['(0)'],['Código: 72822476'],155.990,181.990,259.990,,
Reebok,Tenis deportivos,Mujer,Normal,Tela,Sintético,Goma,Toda temporada,Vietnam,Sintético,['Tenis Reebok Mujer Running Energen Plus 2'],['4.9 (23)'],['Código: 72713909'],,,279.990,Running,
Skechers,Tenis moda,Mujer,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,Poliéster,['Tenis Skechers para Mujer Dlites Arch Fit-Bett Tenis de Moda Skechers'],['5 (1)'],['Código: 72775073'],233.990,272.990,389.990,,
Nike,Tenis moda,Hombre,Normal,Cuero,Poliéster,Caucho,Toda temporada,Vietnam,Poliéster,['Tenis Nike para Hombre Moda Dunk Low Retro Prm Nbhd | Zapatillas Nike para Hombre Dunk'],['(0)'],['Código: 72826096'],,,729.950,,
Nike,Tenis moda,Mujer,Normal,Cuero,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),['Tenis Nike para Mujer Moda Wmns Air Jordan 1 Low | Tenis Jordan'],['5 (1)'],['Código: 72825916'],486.490,555.990,694.950,,
New Balance,Tenis deportivos,Niña,Normal,Tela,,Caucho,Toda temporada,Vietnam,Textil,['Tenis deportivos New Balance Grade School 570 V3'],['(0)'],['Código: 72741610'],,,309.900,,Textil
Puma,Tenis moda,Hombre,Normal,Sintético,Sintético,Goma,Toda temporada,China,,['Tenis Puma para Hombre Moda Roma Basic'],['4.5 (2)'],['Código: 4942160'],,,449.900,,
Skechers,Tenis moda,Hombre,Normal,Sintético,Poliéster,Goma,Toda temporada,Vietnam,Poliéster,['Tenis Skechers para Hombre Moda Flexcomfort Serron'],['(0)'],['Código: 72823086'],,,299.990,,
Veja,Tenis moda,Hombre,Normal,Tela,Sintético,Goma,Toda temporada,Brasil,,['Tenis moda Veja V-10 Hombre'],['(0)'],['Código: 62677466'],847.990,953.990,1.059.990,,
Mountain Gear,Tenis deportivos,Hombre,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,['Tenis Mountain Gear Hombre Outdoor Brock3'],['4.8 (4)'],['Código: 882815910'],119.990,139.990,199.990,Outdoor,
Adidas,Tenis,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,,['Tenis Adidas para Hombre Moda Coreracer'],['4.6 (1053)'],['Código: 10715245'],,,329.990,Lifestyle,
Skechers,Tenis deportivos,Niña,Normal,Sintético,,Goma,Toda temporada,China,Poliéster,['Tenis Skechers Uno Lite para Niña Velcro'],['4.9 (15)'],['Código: 72883335'],,,169.990,,Poliéster
On Running,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis On Running para Mujer Trail running Cloudventure Peak | Zapatillas On Running deportivas para Mujer'],['(0)'],['Código: 72883481'],,,949.990,Trail running,
Puma,Tenis moda,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Puma Hombre Moda Up'],['4.2 (5)'],['Código: 68717671'],,,329.900,Lifestyle,
Starter,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,China,,['Tenis Moda Starter Hufustar Mujer'],['5 (5)'],['Código: 882659636'],,,,,
On Running,Tenis deportivos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Vietnam,,['Tenis On Running Hombre Running Cloudflow'],['5 (1)'],['Código: 48607499'],,,799.990,Running,
Mossimo,Tenis moda,Mujer,Normal,Sintético,Sintético,Sintético,Toda temporada,China,Sintético,['Tenis Mossimo para Mujer Moda Itaninacora2'],['4.8 (6)'],['Código: 883029547'],,,169.990,Lifestyle,
Diadora,Tenis,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Diadora para Mujer Running W Sildan G'],['(0)'],['Código: 883015858'],143.990,167.990,239.990,Running,
Puma,Tenis deportivos,Hombre,Normal,Tela,,Sintético,Toda temporada,Vietnam,Textil,['Tenis Puma para Hombre Running Incinerate'],['5 (3)'],['Código: 72794088'],,,389.900,Running,Textil
Puma,Tenis moda,Niño,Normal,Sintético,Textil,Caucho,Toda temporada,China,Textil,['Tenis Puma Rebound Layup para Niño Velcro'],['4 (1)'],['Código: 72805198'],,,299.990,,
Sybilla,Tenis moda,Mujer,Normal,Sintético,Poliéster,Sintético,Toda temporada,China,Poliéster,['Tenis Sybilla para Mujer Moda Abasib'],['4.5 (2)'],['Código: 882994684'],99.990,,,Lifestyle,
Adidas,Tenis,Mujer,Normal,Tela,Textil,Caucho,Toda temporada,Vietnam,Textil,['Tenis Adidas para Mujer Running Response'],['4.5 (4)'],['Código: 72724961'],,,479.990,Running,
Skechers,Tenis moda,Niño,Normal,Sintético,,,Toda temporada,China,,['Tenis Skechers Bounder Niño'],['4.8 (5)'],['Código: 37071601'],,,179.900,,Poliéster
Adidas,Guayos,Hombre,Normal,Sintético,Textil,Sintético,Toda temporada,Camboya,Textil,['Guayos Adidas para Hombre Goletto VIII FG'],['4.7 (220)'],['Código: 72888752'],,,249.990,Fútbol,
Adidas,Guayos,Hombre,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,"['Guayos Adidas Predator Accuracy.4 Para Cancha Sintetica - Suela Con Torretines. Zapatilla De Fútbol Con Taches De Caucho,  Color Blanco De Hombre Con Cordones']",['4.7 (137)'],['Código: 69678533'],,,339.950,Fútbol,
Converse,Tenis moda,Unisex,Normal,Tela,,Caucho,Toda temporada,Vietnam,,['Tenis Converse Unisex Moda Run Star Hike'],['4.6 (179)'],['Código: 71197844'],,,,,Textil
Skechers,Tenis moda,Niña,Normal,Sintético,Poliéster,Goma,Toda temporada,China,Poliéster,['Tenis Moda Skechers Unolite Lovelyluv para Niña'],['(0)'],['Código: 72838659'],,,244.900,,
Puma,Guayos,Hombre,Normal,Sintético,,Sintético,Toda temporada,China,Textil,['Guayos Puma con taches para Hombre Rapido Iii Fg/Ag'],['5 (1)'],['Código: 72794070'],255.890,,,Fútbol,Textil
Holley,Tenis moda,Unisex,Normal,Sintético,Sintético,Goma,Toda temporada,China,Sintético,['Tenis Holley Ecoara2 Unisex Velcro | Tenis Colegial Negro'],['4.9 (12)'],['Código: 882995227'],59.990,,,,
Skechers,Tenis con luces,Niña,Normal,Sintético,,Sintético,Toda temporada,China,,['Tenis con Luces Skechers para Niña Moda Heart Lights Rainbow Lux'],['5 (10)'],['Código: 20234371'],160.890,183.890,229.900,,Poliéster
Puma,Tenis moda,Mujer,Normal,Cuero,Textil,Caucho,Toda temporada,China,Textil,['Tenis Puma Mujer Moda Carina 2.0'],['4.8 (16)'],['Código: 68696645'],244.990,279.990,349.990,Lifestyle,
Adidas,Tenis moda,Mujer,Normal,Sintético,Textil,Caucho,Toda temporada,Indonesia,Textil,['Tenis Adidas para Mujer Moda Breaknet 2.0'],['4.8 (62)'],['Código: 72870010'],,,349.990,Lifestyle,
Skechers,Tenis moda,Mujer,Normal,Sintético,,Goma,Toda temporada,Vietnam,Sintético,['Tenis Skechers Mujer - Zapatos Skechers Dama. Tenis cómodos Sllip Ins Skechers para mujer. Zapatillas moda Ultraflex 3.0'],['4.5 (2)'],['Código: 66228487'],,,,,Poliéster
Bearcliff,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Sintético,Toda temporada,China,Malla (Nylon),['Tenis Bearcliff para Hombre Moda Semi Formal Blanco Gris Allona'],['4 (2)'],['Código: 882993715'],103.990,,,Lifestyle,
ALDO,Tenis moda,Hombre,Normal,Sintético,Poliéster,Caucho,Toda temporada,China,,['Tenis Moda Aldo Rrex Hombre'],['5 (2)'],['Código: 32740952'],,,,,
Diadora,Tenis moda,Hombre,Normal,Sintético,Malla (nylon),Caucho,Toda temporada,China,Malla (Nylon),['Tenis Diadora para Hombre Moda James7'],['5 (2)'],['Código: 883015914'],,,159.990,Lifestyle,
Aldo,Tenis moda,Mujer,Normal,Sintético,Poliéster,Goma,Toda temporada,Suiza,Poliéster,['Tenis Aldo para Mujer Moda Iconistep'],['(0)'],['Código: 72826384'],303.990,,,Lifestyle,
